age,country,visa_type,employment_status,financial_support,travel_history,purpose,duration,sponsorship,risk_score,risk_flag
25,Kenya,Work,Self-Employed,8641,1,Employment,154,Yes,2.5,0
44,Kenya,Tourist,Employed,2722,0,Family Visit,14,Yes,2.5,0
45,India,Student,Employed,8198,5,Education,7,Yes,2.0,0
42,India,Student,Employed,2000,3,Education,26,No,3.0,0
30,India,Business,Employed,2431,0,Business Meeting,25,No,3.5,0
51,UK,Student,Employed,9738,3,Education,37,No,1.0,0
45,Nigeria,Work,Student,6009,3,Employment,117,Yes,3.5,0
36,Egypt,Work,Unemployed,500,3,Employment,155,Yes,6.0,1
35,Nigeria,Business,Student,4658,3,Business Meeting,25,No,4.0,1
24,USA,Business,Employed,4288,1,Business Meeting,22,Yes,0.0,0
57,Pakistan,Work,Employed,6017,4,Employment,187,Yes,3.5,0
20,Ghana,Work,Employed,6880,1,Employment,170,Yes,2.5,0
46,Kenya,Student,Employed,3983,1,Education,26,Yes,2.0,0
28,Pakistan,Work,Employed,3605,2,Employment,279,Yes,3.5,0
39,UK,Work,Employed,10822,3,Employment,204,Yes,0.5,0
54,UK,Student,Employed,3234,4,Education,44,No,1.0,0
28,Nigeria,Student,Student,6583,1,Education,32,No,4.0,1
32,USA,Business,Student,7026,3,Business Meeting,45,Yes,0.0,0
54,South Africa,Tourist,Employed,10971,5,Family Visit,14,Yes,1.0,0
45,South Africa,Student,Employed,8992,2,Education,40,Yes,1.0,0
56,Nigeria,Student,Employed,4156,3,Education,45,No,4.0,1
48,USA,Student,Employed,4384,3,Education,50,No,1.0,0
33,Germany,Student,Student,6934,1,Education,40,No,1.0,0
55,Nigeria,Work,Employed,6802,4,Employment,257,Yes,3.5,0
34,India,Business,Employed,4619,1,Business Meeting,41,No,3.0,0
24,UK,Student,Employed,4854,3,Education,33,No,1.0,0
34,South Africa,Student,Employed,4495,4,Education,28,Yes,1.0,0
23,UK,Business,Student,2000,2,Business Meeting,49,No,1.0,0
44,USA,Student,Student,7833,1,Education,59,No,1.0,0
42,Ghana,Work,Employed,2412,2,Employment,188,Yes,2.5,0
41,India,Student,Student,3578,3,Education,24,Yes,2.0,0
51,USA,Tourist,Self-Employed,3887,3,Leisure,17,No,1.0,0
54,Ghana,Tourist,Employed,7667,2,Family Visit,11,No,3.0,0
59,Pakistan,Business,Employed,7872,4,Business Meeting,40,No,4.0,1
44,USA,Business,Employed,3613,4,Business Meeting,32,No,1.0,0
33,Kenya,Business,Employed,4423,0,Business Meeting,24,No,3.5,0
33,South Africa,Work,Employed,8633,3,Employment,106,Yes,1.5,0
59,Pakistan,Business,Unemployed,500,2,Business Meeting,41,Yes,6.5,1
48,UK,Tourist,Employed,2000,3,Leisure,10,Yes,0.0,0
44,Ghana,Business,Student,2000,1,Business Meeting,37,No,3.0,0
59,Egypt,Student,Student,2000,0,Education,19,No,3.5,0
46,South Africa,Business,Employed,10037,4,Business Meeting,31,No,2.0,0
56,USA,Tourist,Employed,3984,1,Leisure,8,No,1.0,0
37,Kenya,Work,Unemployed,1060,3,Employment,145,Yes,6.0,1
50,Egypt,Business,Self-Employed,5717,2,Business Meeting,25,Yes,2.0,0
58,USA,Student,Student,4233,3,Education,51,No,1.0,0
54,Germany,Work,Employed,8805,1,Employment,148,Yes,0.5,0
47,India,Tourist,Employed,2005,3,Family Visit,12,No,3.0,0
52,India,Business,Unemployed,1347,2,Business Meeting,18,No,6.5,1
43,UK,Work,Employed,4381,2,Employment,79,Yes,0.0,0
22,Nigeria,Business,Student,10731,1,Business Meeting,22,No,4.0,1
48,Nigeria,Work,Self-Employed,6518,3,Employment,52,Yes,3.0,0
55,Egypt,Work,Student,2000,4,Employment,175,Yes,2.5,0
57,South Africa,Tourist,Unemployed,1508,0,Leisure,26,No,4.5,1
27,South Africa,Business,Student,3393,0,Business Meeting,26,No,2.5,0
32,Kenya,Business,Employed,4960,3,Business Meeting,50,No,3.0,0
52,Nigeria,Business,Student,9552,3,Business Meeting,36,No,4.0,1
28,Germany,Business,Employed,2000,0,Business Meeting,24,Yes,0.5,0
55,Kenya,Work,Self-Employed,6813,5,Employment,236,Yes,2.5,0
33,India,Student,Employed,9674,4,Education,15,No,3.0,0
19,Egypt,Tourist,Employed,5717,2,Family Visit,18,No,3.0,0
56,UK,Work,Employed,8313,1,Employment,264,Yes,0.5,0
52,USA,Business,Employed,6961,1,Business Meeting,13,No,1.0,0
51,Egypt,Work,Self-Employed,5916,1,Employment,185,Yes,2.5,0
32,Germany,Student,Unemployed,626,5,Education,5,Yes,3.5,0
27,Nigeria,Tourist,Employed,7916,4,Leisure,15,No,4.0,1
18,South Africa,Business,Unemployed,1271,0,Business Meeting,8,No,6.0,1
60,Germany,Work,Unemployed,947,3,Employment,210,Yes,4.0,1
59,USA,Tourist,Employed,6500,3,Family Visit,8,No,1.0,0
60,Egypt,Work,Self-Employed,10430,3,Employment,136,Yes,2.5,0
23,South Africa,Student,Employed,2000,2,Education,32,No,2.0,0
25,Nigeria,Business,Employed,2000,1,Business Meeting,40,No,4.0,1
44,Ghana,Student,Employed,8421,3,Education,49,No,3.0,0
19,Kenya,Tourist,Employed,9291,0,Leisure,25,No,3.5,0
27,UK,Work,Unemployed,1111,2,Employment,120,Yes,4.0,1
53,UK,Work,Unemployed,763,4,Employment,172,Yes,4.0,1
37,Germany,Student,Student,7915,1,Education,27,Yes,0.0,0
47,Nigeria,Work,Employed,8562,7,Employment,234,Yes,3.5,0
39,Egypt,Work,Unemployed,839,0,Employment,263,Yes,6.5,1
58,Pakistan,Student,Employed,6514,3,Education,23,No,4.0,1
45,Nigeria,Tourist,Student,3060,3,Family Visit,18,No,4.0,1
48,Ghana,Business,Employed,7709,3,Business Meeting,39,Yes,2.0,0
51,Nigeria,Work,Student,6773,2,Employment,202,Yes,3.5,0
57,Kenya,Tourist,Employed,5237,3,Leisure,18,No,3.0,0
30,UK,Student,Employed,4533,4,Education,25,Yes,0.0,0
42,Egypt,Work,Unemployed,1315,1,Employment,131,Yes,6.0,1
51,USA,Business,Student,5867,3,Business Meeting,7,Yes,0.0,0
36,Nigeria,Work,Employed,7583,3,Employment,177,Yes,3.5,0
31,USA,Business,Employed,4687,2,Business Meeting,18,No,1.0,0
32,Ghana,Business,Employed,13540,1,Business Meeting,47,Yes,2.0,0
35,South Africa,Business,Employed,5474,5,Business Meeting,31,No,2.0,0
33,Nigeria,Business,Unemployed,500,2,Business Meeting,23,No,7.5,1
36,Ghana,Work,Employed,7079,4,Employment,120,Yes,2.5,0
37,Ghana,Tourist,Employed,6625,4,Leisure,7,No,3.0,0
34,UK,Tourist,Unemployed,1370,3,Family Visit,10,No,4.5,1
19,Germany,Work,Student,2000,2,Employment,172,Yes,0.5,0
50,Germany,Work,Employed,9093,3,Employment,232,Yes,0.5,0
46,Egypt,Business,Employed,11014,5,Business Meeting,46,No,3.0,0
44,UK,Work,Self-Employed,5208,2,Employment,186,Yes,0.5,0
32,Ghana,Business,Employed,2000,6,Business Meeting,37,No,3.0,0
56,Pakistan,Business,Employed,4511,1,Business Meeting,31,Yes,3.0,0
55,USA,Student,Employed,5746,1,Education,20,No,1.0,0
26,Ghana,Tourist,Self-Employed,2489,0,Leisure,18,No,3.5,0
29,UK,Work,Self-Employed,2000,0,Employment,135,Yes,1.0,0
57,Egypt,Work,Employed,11807,4,Employment,142,Yes,2.5,0
43,UK,Tourist,Self-Employed,4263,3,Family Visit,16,Yes,0.0,0
42,USA,Work,Employed,8348,6,Employment,144,Yes,0.5,0
53,Egypt,Work,Employed,10088,6,Employment,191,Yes,2.5,0
48,South Africa,Business,Employed,5935,5,Business Meeting,25,No,2.0,0
46,Pakistan,Work,Employed,5558,2,Employment,128,Yes,3.5,0
18,UK,Student,Employed,2764,4,Education,52,Yes,0.0,0
21,Ghana,Student,Student,9200,1,Education,27,No,3.0,0
38,India,Work,Unemployed,1480,4,Employment,60,Yes,5.5,1
56,Kenya,Tourist,Employed,6812,4,Leisure,7,No,3.0,0
18,Nigeria,Tourist,Employed,11397,0,Leisure,15,No,4.5,1
43,Pakistan,Work,Student,2954,2,Employment,190,Yes,3.5,0
37,India,Work,Student,9338,1,Employment,117,Yes,2.5,0
54,Germany,Tourist,Employed,2656,2,Leisure,15,Yes,0.0,0
54,South Africa,Business,Employed,7724,5,Business Meeting,37,No,2.0,0
48,South Africa,Work,Employed,6480,3,Employment,144,Yes,1.5,0
52,Egypt,Business,Unemployed,694,2,Business Meeting,33,No,6.5,1
37,UK,Work,Student,8582,0,Employment,181,Yes,1.0,0
36,Ghana,Tourist,Employed,10597,2,Leisure,7,Yes,2.0,0
32,Ghana,Student,Student,10441,2,Education,24,Yes,2.0,0
45,Pakistan,Business,Unemployed,782,2,Business Meeting,26,No,7.5,1
34,Egypt,Business,Employed,2684,4,Business Meeting,39,No,3.0,0
20,South Africa,Student,Employed,7499,1,Education,51,Yes,1.0,0
23,Nigeria,Business,Unemployed,1254,1,Business Meeting,37,Yes,6.5,1
46,Nigeria,Business,Employed,9708,2,Business Meeting,34,No,4.0,1
54,UK,Student,Self-Employed,11119,3,Education,47,Yes,0.0,0
18,Germany,Student,Employed,7810,0,Education,9,No,1.5,0
34,Pakistan,Tourist,Student,10293,2,Family Visit,22,Yes,3.0,0
60,India,Work,Employed,5218,3,Employment,79,Yes,2.0,0
38,Egypt,Business,Employed,4073,2,Business Meeting,47,Yes,2.0,0
49,Pakistan,Work,Unemployed,789,2,Employment,87,Yes,6.5,1
49,India,Student,Employed,9038,8,Education,25,No,3.0,0
60,Egypt,Work,Self-Employed,7777,2,Employment,222,Yes,2.5,0
39,Ghana,Tourist,Employed,6224,2,Family Visit,7,Yes,2.0,0
20,Pakistan,Work,Employed,8708,1,Employment,118,Yes,3.5,0
36,Ghana,Student,Employed,4487,2,Education,31,No,3.0,0
56,South Africa,Tourist,Student,5666,2,Family Visit,23,No,2.0,0
52,Pakistan,Business,Student,6921,1,Business Meeting,24,No,4.0,1
22,USA,Tourist,Unemployed,658,0,Family Visit,15,No,5.0,1
56,India,Tourist,Student,7699,1,Leisure,26,No,3.0,0
40,South Africa,Tourist,Employed,6024,4,Leisure,23,No,2.0,0
52,Ghana,Student,Employed,5227,4,Education,14,No,3.0,0
34,Kenya,Tourist,Unemployed,1620,1,Leisure,9,No,5.0,1
50,USA,Tourist,Employed,9029,5,Leisure,23,No,1.0,0
38,India,Business,Employed,5709,3,Business Meeting,29,No,3.0,0
43,Egypt,Student,Employed,7176,0,Education,43,No,3.5,0
21,UK,Business,Student,7300,1,Business Meeting,40,Yes,0.0,0
18,Germany,Work,Student,9321,0,Employment,176,Yes,1.0,0
37,Nigeria,Student,Student,6246,0,Education,0,Yes,3.5,0
19,Germany,Work,Unemployed,1123,2,Employment,203,Yes,4.0,1
27,South Africa,Work,Employed,5598,5,Employment,62,Yes,1.0,0
19,South Africa,Work,Employed,5300,2,Employment,243,Yes,1.5,0
28,UK,Tourist,Employed,10779,0,Family Visit,7,No,1.5,0
53,South Africa,Business,Unemployed,500,1,Business Meeting,21,Yes,4.5,1
60,Nigeria,Business,Employed,6557,3,Business Meeting,7,Yes,3.0,0
38,UK,Work,Unemployed,1679,2,Employment,148,Yes,2.5,0
23,USA,Business,Employed,3881,1,Business Meeting,27,No,1.0,0
31,Egypt,Work,Student,4994,2,Employment,103,Yes,2.5,0
44,USA,Work,Employed,3390,3,Employment,265,Yes,0.5,0
56,Kenya,Business,Employed,11382,5,Business Meeting,28,No,3.0,0
50,South Africa,Tourist,Student,10611,0,Family Visit,7,No,2.5,0
56,South Africa,Business,Self-Employed,12092,3,Business Meeting,10,Yes,1.0,0
20,Ghana,Tourist,Employed,4719,5,Leisure,16,No,3.0,0
32,Germany,Tourist,Employed,6137,4,Leisure,7,No,1.0,0
24,UK,Tourist,Employed,3269,4,Family Visit,8,No,1.0,0
21,South Africa,Student,Employed,7010,9,Education,53,No,2.0,0
60,Ghana,Tourist,Employed,2594,3,Family Visit,11,Yes,2.0,0
28,Pakistan,Work,Employed,12017,5,Employment,255,Yes,3.5,0
56,Kenya,Business,Unemployed,1538,2,Business Meeting,48,No,5.0,1
41,Germany,Student,Employed,5631,6,Education,14,No,1.0,0
52,Nigeria,Work,Self-Employed,4102,0,Employment,191,Yes,4.0,1
23,Kenya,Business,Student,2000,4,Business Meeting,51,Yes,2.0,0
57,India,Student,Student,10900,1,Education,14,No,3.0,0
49,UK,Business,Self-Employed,6399,2,Business Meeting,53,Yes,0.0,0
29,UK,Work,Employed,2000,4,Employment,180,Yes,0.5,0
42,Egypt,Tourist,Employed,6220,4,Leisure,8,Yes,2.0,0
22,UK,Student,Employed,7656,1,Education,27,No,1.0,0
46,South Africa,Tourist,Employed,10024,2,Family Visit,10,No,2.0,0
39,Nigeria,Tourist,Employed,4117,2,Leisure,13,No,4.0,1
45,Kenya,Tourist,Employed,8167,2,Leisure,15,No,3.0,0
59,India,Business,Employed,10348,3,Business Meeting,27,Yes,2.0,0
55,South Africa,Tourist,Employed,7595,3,Leisure,14,No,2.0,0
25,Egypt,Work,Employed,4412,2,Employment,166,Yes,2.5,0
58,Kenya,Tourist,Employed,4769,1,Leisure,13,Yes,2.0,0
39,Germany,Work,Unemployed,1307,2,Employment,171,Yes,4.0,1
41,Pakistan,Business,Unemployed,1140,2,Business Meeting,15,No,7.5,1
54,India,Work,Self-Employed,4432,1,Employment,194,Yes,2.5,0
21,Nigeria,Business,Employed,6289,2,Business Meeting,22,No,4.0,1
40,Pakistan,Business,Self-Employed,7792,1,Business Meeting,51,No,4.0,1
35,Germany,Work,Employed,10147,1,Employment,207,Yes,0.5,0
53,Germany,Student,Unemployed,1335,1,Education,14,No,4.5,1
50,Kenya,Tourist,Employed,4862,3,Leisure,12,No,3.0,0
53,India,Business,Employed,4468,2,Business Meeting,50,No,3.0,0
36,Kenya,Student,Student,8894,0,Education,33,No,3.5,0
28,UK,Work,Employed,9832,4,Employment,192,Yes,0.5,0
27,USA,Tourist,Employed,8373,0,Family Visit,17,Yes,0.5,0
42,UK,Tourist,Employed,6869,9,Family Visit,8,Yes,0.0,0
26,UK,Student,Employed,6703,2,Education,39,Yes,0.0,0
36,Nigeria,Business,Student,9811,2,Business Meeting,14,Yes,3.0,0
43,UK,Tourist,Employed,6182,3,Family Visit,8,No,1.0,0
41,India,Student,Employed,10328,3,Education,28,No,3.0,0
18,Kenya,Tourist,Employed,10407,1,Leisure,19,No,3.0,0
38,India,Business,Employed,6678,4,Business Meeting,5,No,3.0,0
21,Egypt,Student,Employed,8401,0,Education,47,Yes,2.5,0
31,India,Work,Employed,6510,2,Employment,149,Yes,2.5,0
46,Germany,Student,Employed,6640,5,Education,56,No,1.0,0
41,Germany,Work,Employed,4708,1,Employment,174,Yes,0.5,0
47,USA,Tourist,Employed,9255,4,Family Visit,11,Yes,0.0,0
59,India,Business,Employed,8900,2,Business Meeting,52,No,3.0,0
43,Germany,Work,Employed,5533,1,Employment,201,Yes,0.5,0
25,UK,Work,Employed,5508,3,Employment,205,Yes,0.5,0
56,USA,Business,Employed,5983,3,Business Meeting,10,No,1.0,0
43,Pakistan,Tourist,Employed,8464,0,Family Visit,7,Yes,3.5,0
33,Ghana,Business,Student,7529,1,Business Meeting,65,No,3.0,0
52,India,Student,Employed,6336,3,Education,52,Yes,2.0,0
54,India,Work,Employed,6917,1,Employment,60,Yes,2.0,0
41,Egypt,Business,Employed,9581,2,Business Meeting,51,Yes,2.0,0
56,Ghana,Business,Employed,3279,1,Business Meeting,35,No,3.0,0
54,Kenya,Business,Employed,8783,8,Business Meeting,23,Yes,2.0,0
26,South Africa,Student,Employed,5130,0,Education,38,Yes,1.5,0
47,UK,Business,Unemployed,916,3,Business Meeting,28,No,4.5,1
34,Ghana,Work,Employed,6064,4,Employment,268,Yes,2.5,0
57,Kenya,Work,Employed,9244,2,Employment,120,Yes,2.5,0
39,South Africa,Work,Employed,9811,4,Employment,249,Yes,1.5,0
29,Kenya,Tourist,Employed,2119,2,Family Visit,11,No,3.0,0
22,Nigeria,Business,Unemployed,947,2,Business Meeting,25,Yes,6.5,1
51,Ghana,Student,Employed,9998,4,Education,35,Yes,2.0,0
49,Germany,Tourist,Unemployed,699,2,Leisure,11,No,4.5,1
48,Nigeria,Student,Student,5044,0,Education,40,No,4.5,1
35,USA,Student,Employed,6624,2,Education,-6,No,1.0,0
38,Pakistan,Business,Employed,2000,2,Business Meeting,11,No,4.0,1
30,India,Work,Employed,2000,1,Employment,156,Yes,2.5,0
43,Nigeria,Student,Self-Employed,2000,2,Education,5,Yes,3.0,0
29,Ghana,Business,Self-Employed,11201,1,Business Meeting,49,No,3.0,0
26,Ghana,Business,Employed,7432,3,Business Meeting,10,No,3.0,0
22,Kenya,Business,Student,5445,1,Business Meeting,38,No,3.0,0
43,Nigeria,Business,Self-Employed,8946,2,Business Meeting,44,No,4.0,1
46,Nigeria,Tourist,Employed,2902,4,Family Visit,7,Yes,3.0,0
20,UK,Student,Unemployed,723,2,Education,34,Yes,3.5,0
37,South Africa,Work,Unemployed,1277,2,Employment,100,Yes,5.0,1
20,India,Business,Student,13008,2,Business Meeting,35,Yes,2.0,0
26,Nigeria,Business,Employed,11515,2,Business Meeting,23,No,4.0,1
48,UK,Student,Employed,4857,4,Education,30,No,1.0,0
26,UK,Student,Employed,8789,4,Education,38,Yes,0.0,0
28,UK,Tourist,Student,8957,2,Leisure,7,No,1.0,0
50,Kenya,Student,Unemployed,500,0,Education,22,No,7.0,1
34,UK,Business,Student,8341,1,Business Meeting,14,Yes,0.0,0
35,Pakistan,Student,Employed,11501,4,Education,37,No,4.0,1
24,Kenya,Work,Self-Employed,3473,0,Employment,243,Yes,3.0,0
49,Egypt,Student,Student,4485,0,Education,13,No,3.5,0
34,India,Business,Employed,8744,1,Business Meeting,10,No,3.0,0
38,USA,Tourist,Student,7673,1,Leisure,7,Yes,0.0,0
45,UK,Student,Employed,3901,2,Education,23,Yes,0.0,0
55,Kenya,Student,Student,11173,0,Education,32,Yes,2.5,0
28,India,Tourist,Unemployed,1326,1,Leisure,10,No,6.5,1
53,Germany,Student,Employed,10034,1,Education,20,Yes,0.0,0
29,India,Business,Employed,3999,0,Business Meeting,8,No,3.5,0
26,Ghana,Work,Student,11106,1,Employment,170,Yes,2.5,0
37,South Africa,Business,Employed,11265,1,Business Meeting,22,No,2.0,0
39,Ghana,Business,Student,2456,3,Business Meeting,22,No,3.0,0
22,Pakistan,Work,Self-Employed,3147,0,Employment,160,Yes,4.0,1
31,Ghana,Business,Employed,4585,2,Business Meeting,32,No,3.0,0
21,Pakistan,Student,Unemployed,1470,3,Education,37,No,7.5,1
22,Germany,Business,Employed,5083,2,Business Meeting,12,No,1.0,0
30,India,Student,Employed,6093,2,Education,12,No,3.0,0
47,Germany,Student,Employed,2883,3,Education,45,No,1.0,0
50,USA,Business,Unemployed,500,1,Business Meeting,42,No,4.5,1
42,Egypt,Work,Student,6561,0,Employment,215,Yes,3.0,0
33,South Africa,Tourist,Student,4075,3,Family Visit,27,Yes,1.0,0
25,UK,Tourist,Student,2000,2,Leisure,13,No,1.0,0
44,Ghana,Tourist,Employed,9898,2,Leisure,23,Yes,2.0,0
38,UK,Student,Self-Employed,6224,2,Education,14,No,1.0,0
44,South Africa,Student,Employed,4128,4,Education,17,No,2.0,0
43,South Africa,Student,Employed,2000,4,Education,56,No,2.0,0
40,Pakistan,Tourist,Self-Employed,6713,2,Leisure,12,Yes,3.0,0
35,UK,Tourist,Employed,6776,2,Family Visit,11,No,1.0,0
51,USA,Business,Student,5748,3,Business Meeting,29,No,1.0,0
21,Germany,Student,Employed,2470,3,Education,20,No,1.0,0
38,Germany,Tourist,Employed,6833,4,Family Visit,30,No,1.0,0
22,Germany,Business,Self-Employed,6895,0,Business Meeting,48,Yes,0.5,0
30,Kenya,Business,Self-Employed,3173,3,Business Meeting,58,No,3.0,0
50,Nigeria,Work,Student,6269,4,Employment,140,Yes,3.5,0
20,Pakistan,Tourist,Employed,6880,5,Leisure,9,No,4.0,1
57,Nigeria,Student,Student,3982,1,Education,38,Yes,3.0,0
50,Kenya,Business,Employed,2609,1,Business Meeting,12,Yes,2.0,0
21,USA,Work,Employed,5933,5,Employment,156,Yes,0.5,0
35,Egypt,Tourist,Employed,6468,4,Leisure,11,No,3.0,0
58,UK,Tourist,Student,9536,2,Family Visit,17,No,1.0,0
49,Egypt,Work,Student,5243,3,Employment,84,Yes,2.0,0
27,USA,Student,Employed,9859,0,Education,13,No,1.5,0
35,Egypt,Tourist,Employed,10048,2,Leisure,7,No,3.0,0
42,USA,Business,Employed,7398,9,Business Meeting,18,No,1.0,0
54,Nigeria,Student,Employed,7460,2,Education,37,No,4.0,1
54,Kenya,Student,Unemployed,589,2,Education,3,No,6.5,1
58,Egypt,Tourist,Employed,2000,5,Family Visit,16,Yes,2.0,0
34,Egypt,Student,Employed,2000,4,Education,34,No,3.0,0
32,Nigeria,Tourist,Employed,5474,1,Leisure,11,No,4.0,1
57,Germany,Tourist,Employed,9016,1,Family Visit,19,Yes,0.0,0
24,Kenya,Business,Unemployed,710,0,Business Meeting,25,No,7.0,1
45,South Africa,Business,Employed,8848,3,Business Meeting,8,No,2.0,0
60,India,Student,Employed,5879,5,Education,29,No,3.0,0
51,Germany,Work,Employed,9407,4,Employment,206,Yes,0.5,0
51,South Africa,Work,Student,7878,3,Employment,120,Yes,1.5,0
59,USA,Business,Unemployed,500,2,Business Meeting,11,No,4.5,1
24,Germany,Business,Employed,6278,4,Business Meeting,9,No,1.0,0
28,Kenya,Business,Employed,3570,1,Business Meeting,42,No,3.0,0
42,South Africa,Student,Employed,3597,0,Education,53,No,2.5,0
36,Pakistan,Work,Employed,6742,2,Employment,206,Yes,3.5,0
30,Pakistan,Tourist,Employed,6883,1,Leisure,7,No,4.0,1
60,Kenya,Tourist,Employed,3827,3,Leisure,20,No,3.0,0
27,South Africa,Student,Student,2806,0,Education,58,No,2.5,0
39,USA,Student,Employed,5913,2,Education,22,No,1.0,0
44,Nigeria,Work,Employed,7203,6,Employment,188,Yes,3.5,0
27,Pakistan,Work,Unemployed,500,2,Employment,124,Yes,7.0,1
46,India,Tourist,Self-Employed,4015,1,Leisure,20,Yes,2.0,0
21,Egypt,Tourist,Student,9756,2,Family Visit,15,No,3.0,0
52,Germany,Business,Employed,2000,4,Business Meeting,35,No,1.0,0
47,Germany,Business,Employed,3430,4,Business Meeting,43,No,1.0,0
58,India,Business,Employed,5573,2,Business Meeting,35,No,3.0,0
55,Kenya,Tourist,Self-Employed,7404,2,Leisure,15,No,3.0,0
47,Kenya,Tourist,Employed,6918,3,Leisure,15,No,3.0,0
21,Egypt,Student,Employed,8751,2,Education,29,No,3.0,0
28,UK,Business,Student,8053,3,Business Meeting,26,Yes,0.0,0
53,Germany,Business,Employed,3389,4,Business Meeting,53,No,1.0,0
19,Ghana,Business,Employed,3934,2,Business Meeting,54,Yes,2.0,0
43,Egypt,Tourist,Employed,3386,2,Leisure,9,No,3.0,0
23,USA,Tourist,Employed,2000,3,Family Visit,12,No,1.0,0
50,India,Work,Student,3017,0,Employment,251,Yes,3.0,0
59,Nigeria,Business,Employed,2000,1,Business Meeting,33,No,4.0,1
20,Egypt,Tourist,Employed,6146,2,Leisure,7,Yes,2.0,0
55,Ghana,Work,Employed,10844,1,Employment,179,Yes,2.5,0
32,Egypt,Work,Employed,4161,3,Employment,164,Yes,2.5,0
60,South Africa,Business,Unemployed,500,1,Business Meeting,39,No,5.5,1
20,Pakistan,Work,Student,4575,0,Employment,191,Yes,4.0,1
44,Nigeria,Business,Employed,6460,2,Business Meeting,12,No,4.0,1
51,UK,Work,Self-Employed,3056,3,Employment,159,Yes,0.5,0
39,Kenya,Student,Unemployed,500,1,Education,60,Yes,5.5,1
46,Pakistan,Work,Student,9597,3,Employment,111,Yes,3.5,0
60,Ghana,Work,Employed,6570,4,Employment,207,Yes,2.5,0
39,USA,Tourist,Unemployed,500,0,Family Visit,27,No,5.0,1
40,Nigeria,Work,Unemployed,872,2,Employment,192,Yes,7.0,1
48,South Africa,Work,Employed,6421,2,Employment,179,Yes,1.5,0
34,Germany,Tourist,Employed,4858,1,Leisure,12,Yes,0.0,0
37,India,Tourist,Employed,2000,2,Family Visit,7,No,3.0,0
27,India,Work,Self-Employed,6501,0,Employment,227,Yes,3.0,0
21,USA,Work,Employed,2000,2,Employment,155,Yes,0.5,0
25,Pakistan,Student,Unemployed,1151,0,Education,22,No,8.0,1
56,South Africa,Tourist,Student,5994,2,Family Visit,7,No,2.0,0
57,Pakistan,Business,Employed,5247,3,Business Meeting,33,No,4.0,1
32,Ghana,Student,Student,3474,4,Education,23,No,3.0,0
45,USA,Student,Employed,3971,0,Education,21,No,1.5,0
36,Egypt,Tourist,Self-Employed,8625,1,Leisure,12,No,3.0,0
45,UK,Student,Student,4766,4,Education,10,Yes,0.0,0
26,Kenya,Student,Employed,6733,0,Education,29,No,3.5,0
60,South Africa,Work,Student,2000,4,Employment,190,Yes,1.5,0
55,USA,Business,Employed,5119,3,Business Meeting,30,No,1.0,0
56,Ghana,Work,Unemployed,978,1,Employment,178,Yes,6.0,1
24,Kenya,Business,Self-Employed,2562,1,Business Meeting,30,No,3.0,0
20,Kenya,Work,Employed,5559,1,Employment,141,Yes,2.5,0
39,India,Student,Self-Employed,10412,1,Education,56,No,3.0,0
32,Ghana,Work,Employed,3243,4,Employment,139,Yes,2.5,0
42,India,Student,Employed,4155,2,Education,49,No,3.0,0
52,Germany,Work,Employed,7811,1,Employment,312,Yes,0.5,0
19,UK,Business,Self-Employed,5924,0,Business Meeting,33,Yes,0.5,0
